x1,x2,x3,x4,x5,x6,x7,x8,x9,target
-0.26643243000177885,-1.6499484323576437,-0.34963966012579273,-1.522603879832902,2.566877996072159,1.49554269972658,-2.190401062004783,-0.39787979974979937,1.915839770806346,0
-0.9570548325289331,0.010024797287396803,-0.01607097771046284,-1.5032696770103582,0.45051657482651075,0.6189563990923025,-0.7171065947086874,0.15897947247365823,0.33437911700958334,1
1.7494667761433984,-1.3145526608268687,-0.4483714044655376,-2.182398291808997,-2.0158970314632967,-0.91422119347023,-2.5777049225482305,1.0324196486505879,2.396876505175356,1
-1.8530831573755173,-1.6782716775844357,1.2853026560489227,-0.5803276574048113,-0.8783531356068157,-0.5746849851106456,-0.44033008295354614,2.6173618898744095,-1.206824522271889,0
0.9837574743645945,-0.5280913413517947,2.335108873929817,-0.48546188949592606,2.0639852138998607,3.6159275384347356,-2.418670806400878,1.0531328270849938,1.4120554697982715,1
0.23699304726565187,-1.3602460316066542,-0.30004011226951977,1.8963708923360665,-0.7972624252351228,0.020646881700276027,-3.264308976640919,3.5855862569685204,-0.26629225018116776,1
0.2571627285487157,-0.5245864948728294,1.6003365461579233,-0.3577093605215466,-0.5497261401926363,0.7610826355262575,-1.0671120254662603,3.1511986067512634,-1.5430335513852105,0
-0.5267014337827707,-0.9362618576749363,0.43341118506631504,-0.1620334709176386,2.014478293015384,1.9030083593553124,-2.1331722039484804,1.7211820536572817,-0.23740522179344725,0
-0.8443819548419812,-0.5929195621837665,0.8281714203343202,-0.33520797321253865,-2.37917388454629,-0.23815820804919552,-2.3179715205682414,3.959788439985283,-0.7664040242899071,0
-0.06349088221687409,-5.348452787342982,0.8518712506347226,-0.9183020106366933,-0.3279573627824087,-2.7710722169346664,0.06679130555054935,1.1762518814022578,0.6103351971669184,0
0.0590784402852577,-0.08355814885333257,-0.5585199045154806,0.06253859430919582,1.5989421451074897,0.5977871210180309,-0.23243633349419013,0.34301413404844355,-1.007719534392213,1
-1.3316105649088186,0.02288963354450324,1.0758225691605574,0.7444700054577547,-1.254696740058781,-0.21071390503930312,0.6548074582144061,-1.712094655787687,2.2334561838542997,0
-1.0106756627355038,0.45284280882950645,1.8662842468207659,0.5494030928964191,-0.7903348283110703,0.645553434555099,0.9930251325394739,-1.7795228092080946,1.9708348428812485,0
-0.9621260130028608,0.002626551169611302,3.83473643866369,0.6726523839912792,-1.663897674150919,1.2414350540294325,0.4307352173662857,1.3438953071913686,0.2147711732412303,1
-1.0440976085918292,-1.9916000803609768,-0.42867645454244085,-0.4594433376509666,-1.5558063203572718,-1.6300071751934329,-1.4753798837170433,1.415710019790459,0.8863303756913556,0
1.014147447925374,-1.8426714872898509,-0.08805079675718752,0.7349322681039797,0.30241191838927206,-0.5626366421454158,-0.6074443967661223,-0.5370338992599726,1.5913528054315424,0
-0.10572092643742172,-0.041908952608672445,-0.819944673150582,0.1173201352381815,-0.5832073434343628,-1.0127886553246102,0.71994116709395,-3.418838911244518,3.1230830601591424,1
-0.050346175485071414,-1.2282240743790742,1.260524359938798,-3.2590516987289337,1.5996045279132538,1.8586645823813013,-1.720724819558355,1.3203670634512277,0.3897834633234195,0
-1.24774877673127,-0.49350713804611446,4.053741183584956,-0.1760270861315461,1.1277891050288622,3.542955648202592,-0.9251558826719865,-0.2357811835807337,2.4510645917241822,0
1.3093509693528962,-2.4906638133071923,0.019554103456816074,-1.2616758671590496,1.8678421893178334,-0.8581314342453853,1.1999285059191913,-1.2373055403877473,0.19698177930526328,0
2.0596382745627047,-2.1211853621596783,1.7591510030554578,0.07612124569820995,-0.7167543474303492,-0.1670302785023462,-0.9662808259401372,2.930641449179912,-0.7969185655662148,0
0.4396678563497981,-0.013468582384371652,1.1176073814251695,0.7093847298094186,-1.1714947803784304,0.24242584841050052,-0.8162594884184119,3.1581618184387588,-1.8825362832223256,0
0.8146242583082701,-0.36877141787792556,1.4465263536170303,0.3918869386257908,-1.9902380028769704,0.22317102101523748,-1.7626703704991837,3.9939851244058726,-1.3363891713069753,0
0.9229362733778235,-2.4077028444543567,-1.1548750506728018,-0.35066961061451646,0.31846488656335925,-2.3479728758962652,0.6027974190208568,1.2155122025473222,-1.8658828955434539,1
